run_id,strategy_id,trade_id,symbol,side,entry_time,exit_time,entry_price,exit_price,size,gross_pnl,net_pnl,fees,slippage,holding_bars,holding_hours,attribution_source
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00001,BTCUSDT,long,2024-01-04T22:20:00+00:00,2024-01-04T23:20:00+00:00,44607.68,44292.02,0.2,-23.771741,-23.771741,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00002,BTCUSDT,long,2024-01-10T18:05:00+00:00,2024-01-10T19:05:00+00:00,46563.43,46574.35,0.2,57.95311,57.95311,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00003,BTCUSDT,long,2024-01-10T23:20:00+00:00,2024-01-11T00:20:00+00:00,47641.6,46512.2,0.2,-122.497307,-122.497307,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00004,BTCUSDT,long,2024-01-15T18:35:00+00:00,2024-01-15T19:35:00+00:00,43146.88,42981.77,0.2,-30.029162,-30.029162,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00005,BTCUSDT,long,2024-01-19T18:55:00+00:00,2024-01-19T19:55:00+00:00,41877.84,41813.05,0.2,2.371603,2.371603,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00006,BTCUSDT,long,2024-01-23T23:55:00+00:00,2024-01-24T00:55:00+00:00,39869.51,40214.87,0.2,13.151068,13.151068,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00007,BTCUSDT,long,2024-01-26T15:00:00+00:00,2024-01-26T16:00:00+00:00,41533.36,41390.0,0.2,-0.70463,-0.70463,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00008,BTCUSDT,long,2024-01-29T16:35:00+00:00,2024-01-29T17:35:00+00:00,43000.0,43146.8,0.2,11.071951,11.071951,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00009,BTCUSDT,long,2024-02-27T09:35:00+00:00,2024-02-27T10:35:00+00:00,56537.87,56555.0,0.2,-13.140617,-13.140617,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00010,BTCUSDT,long,2024-02-28T13:50:00+00:00,2024-02-28T14:50:00+00:00,59989.99,60376.95,0.2,29.72859,29.72859,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00011,BTCUSDT,long,2024-02-28T16:30:00+00:00,2024-02-28T17:30:00+00:00,61438.94,61916.06,0.2,29.154515,29.154515,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00012,BTCUSDT,long,2024-02-28T23:40:00+00:00,2024-02-29T00:40:00+00:00,62521.04,61813.3,0.2,-72.52862,-72.52862,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00013,BTCUSDT,long,2024-02-29T06:05:00+00:00,2024-02-29T07:05:00+00:00,62525.88,62903.48,0.2,14.862895,14.862895,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00014,BTCUSDT,long,2024-03-04T16:15:00+00:00,2024-03-04T17:15:00+00:00,66708.51,66535.48,0.2,-16.096533,-16.096533,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00015,BTCUSDT,long,2024-03-04T23:00:00+00:00,2024-03-05T00:00:00+00:00,67721.01,68049.92,0.2,23.710918,23.710918,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00016,BTCUSDT,long,2024-03-05T01:55:00+00:00,2024-03-05T02:55:00+00:00,68336.43,68032.11,0.2,-29.083639,-29.083639,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00017,BTCUSDT,long,2024-03-06T05:10:00+00:00,2024-03-06T06:10:00+00:00,64866.61,66270.99,0.2,120.544222,120.544222,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00018,BTCUSDT,long,2024-03-06T08:05:00+00:00,2024-03-06T09:05:00+00:00,66666.0,67036.0,0.2,17.465436,17.465436,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00019,BTCUSDT,long,2024-03-06T12:00:00+00:00,2024-03-06T13:00:00+00:00,67276.7,65959.19,0.2,-74.095248,-74.095248,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00020,BTCUSDT,long,2024-03-06T18:00:00+00:00,2024-03-06T19:00:00+00:00,67298.9,67040.92,0.2,-9.976037,-9.976037,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00021,BTCUSDT,long,2024-03-08T20:05:00+00:00,2024-03-08T21:05:00+00:00,69312.12,69077.47,0.2,-19.265484,-19.265484,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00022,BTCUSDT,long,2024-03-15T18:50:00+00:00,2024-03-15T19:50:00+00:00,69502.87,69149.88,0.2,-141.101162,-141.101162,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00023,BTCUSDT,long,2024-03-19T15:50:00+00:00,2024-03-19T16:50:00+00:00,64101.33,64759.28,0.2,81.653794,81.653794,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00024,BTCUSDT,long,2024-03-20T03:25:00+00:00,2024-03-20T04:25:00+00:00,63287.85,61880.96,0.2,-109.819946,-109.819946,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00025,BTCUSDT,long,2024-03-20T08:35:00+00:00,2024-03-20T09:35:00+00:00,63148.33,63115.74,0.2,24.669235,24.669235,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00026,BTCUSDT,long,2024-03-20T19:15:00+00:00,2024-03-20T20:15:00+00:00,65630.45,66374.8,0.2,96.354435,96.354435,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00027,BTCUSDT,long,2024-03-21T00:45:00+00:00,2024-03-21T01:45:00+00:00,67883.71,67712.58,0.2,-14.010667,-14.010667,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00028,BTCUSDT,long,2024-03-23T01:30:00+00:00,2024-03-23T02:30:00+00:00,64008.0,63881.31,0.2,-12.382895,-12.382895,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00029,BTCUSDT,long,2024-04-05T14:15:00+00:00,2024-04-05T15:15:00+00:00,67844.33,67864.33,0.2,5.359162,5.359162,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00030,BTCUSDT,long,2024-04-10T16:55:00+00:00,2024-04-10T17:55:00+00:00,69366.92,69298.26,0.2,0.17919,0.17919,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00031,BTCUSDT,long,2024-04-10T19:50:00+00:00,2024-04-10T20:50:00+00:00,69847.45,69772.98,0.2,-12.145415,-12.145415,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_pullback_reclaim_intraday_eventledger,btc_pullback_reclaim_intraday_v1,btc_pullback_reclaim_intraday_v1_segment_00032,BTCUSDT,long,2024-04-17T00:50:00+00:00,2024-04-17T01:50:00+00:00,64079.87,63929.3,0.2,-11.503612,-11.503612,0.0,0.0,12,1.0,ledger_equity_snapshots
