run_id,strategy_id,trade_id,symbol,side,entry_time,exit_time,entry_price,exit_price,size,gross_pnl,net_pnl,fees,slippage,holding_bars,holding_hours,attribution_source
20260620T000000Z_high_vol_non_expansion_repair_eventledger,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1_segment_00001,BTCUSDT,long,2024-01-04T22:20:00+00:00,2024-01-04T23:20:00+00:00,44607.68,44292.02,0.2,-23.771741,-23.771741,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_high_vol_non_expansion_repair_eventledger,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1_segment_00002,BTCUSDT,long,2024-01-10T23:20:00+00:00,2024-01-11T00:20:00+00:00,47641.6,46512.2,0.2,-122.698833,-122.698833,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_high_vol_non_expansion_repair_eventledger,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1_segment_00003,BTCUSDT,long,2024-01-19T18:55:00+00:00,2024-01-19T19:55:00+00:00,41877.84,41813.05,0.2,5.805013,5.805013,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_high_vol_non_expansion_repair_eventledger,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1_segment_00004,BTCUSDT,long,2024-01-26T15:00:00+00:00,2024-01-26T16:00:00+00:00,41533.36,41390.0,0.2,-10.854427,-10.854427,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_high_vol_non_expansion_repair_eventledger,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1_segment_00005,BTCUSDT,long,2024-01-29T16:35:00+00:00,2024-01-29T17:35:00+00:00,43000.0,43146.8,0.2,11.071952,11.071952,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_high_vol_non_expansion_repair_eventledger,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1_segment_00006,BTCUSDT,long,2024-02-27T09:35:00+00:00,2024-02-27T10:35:00+00:00,56537.87,56555.0,0.2,-13.140617,-13.140617,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_high_vol_non_expansion_repair_eventledger,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1_segment_00007,BTCUSDT,long,2024-02-28T13:50:00+00:00,2024-02-28T14:50:00+00:00,59989.99,60376.95,0.2,29.767206,29.767206,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_high_vol_non_expansion_repair_eventledger,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1_segment_00008,BTCUSDT,long,2024-02-28T16:30:00+00:00,2024-02-28T17:30:00+00:00,61438.94,61916.06,0.2,29.154515,29.154515,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_high_vol_non_expansion_repair_eventledger,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1_segment_00009,BTCUSDT,long,2024-02-28T23:40:00+00:00,2024-02-29T00:40:00+00:00,62521.04,61813.3,0.2,-72.52862,-72.52862,0.0,0.0,12,1.0,ledger_equity_snapshots
20260620T000000Z_high_vol_non_expansion_repair_eventledger,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1,btc_pullback_reclaim_intraday_high_vol_non_expansion_repair_v1_segment_00010,BTCUSDT,long,2024-03-04T16:15:00+00:00,2024-03-04T17:15:00+00:00,66708.51,66535.48,0.2,-18.570068,-18.570068,0.0,0.0,12,1.0,ledger_equity_snapshots
